,line,name,lat,lng,no
651,경춘선,김유정,37.818466,127.71434,P138
652,경춘선,남춘천,37.864007,127.723792,P139
653,경춘선,춘천,37.885054,127.717023,P140
654,경춘선,광운대,37.623632,127.061835,
655,의정부경전철,발곡,37.727048,127.052803,U110
656,의정부경전철,회룡,37.724846,127.046895,U111
657,의정부경전철,범골,37.728755,127.04353,U112
658,의정부경전철,경전철의정부,37.737202,127.043257,U113
659,의정부경전철,의정부시청,37.739256,127.034781,U114
660,의정부경전철,흥선,37.743302,127.037023,U115
661,의정부경전철,의정부중앙,37.743676,127.049565,U117
662,의정부경전철,동오,37.745271,127.056947,U118
663,의정부경전철,새말,37.748885,127.06362,U119
664,의정부경전철,경기도청북부청사,37.75059,127.071495,U120
665,의정부경전철,효자,37.754025,127.076902,U121
666,의정부경전철,곤제,37.750471,127.083715,U122
667,의정부경전철,어룡,37.742802,127.085035,U123
668,의정부경전철,송산,37.737279,127.087159,U124
669,의정부경전철,탑석,37.733579,127.088704,U125
670,우이신설경전철,북한산우이,37.663146,127.012789,S110
671,우이신설경전철,솔밭공원,37.656088,127.013252,S111
672,우이신설경전철,4.19민주묘지,37.649593,127.013746,S112
673,우이신설경전철,가오리,37.641701,127.016792,S113
674,우이신설경전철,화계,37.634802,127.017519,S114
675,우이신설경전철,삼양,37.627165,127.018152,S115
676,우이신설경전철,삼양사거리,37.621512,127.02048,S116
677,우이신설경전철,솔샘,37.62124,127.013528,S117
678,우이신설경전철,북한산보국문,37.612343,127.008009,S118
679,우이신설경전철,정릉,37.602798,127.01349,S119
680,우이신설경전철,성신여대입구,37.592624,127.016403,S120
681,우이신설경전철,보문,37.585286,127.019381,S121
682,우이신설경전철,신설동,37.575297,127.025087,S122
683,용인경전철,기흥,37.275619,127.115936,Y110
684,용인경전철,강남대,37.270161,127.126033,Y111
685,용인경전철,지석,37.269606,127.136515,Y112
686,용인경전철,어정,37.274917,127.143714,Y113
687,용인경전철,동백,37.269043,127.152716,Y114
688,용인경전철,초당,37.260752,127.159443,Y115
689,용인경전철,삼가,37.242115,127.168075,Y116
690,용인경전철,시청.용인대,37.239151,127.178406,Y117
691,용인경전철,명지대,37.237964,127.190294,Y118
692,용인경전철,김량장,37.237247,127.198781,Y119
693,용인경전철,운동장.송담대,37.237845,127.209198,Y120
694,용인경전철,고진,37.24484,127.214251,Y121
695,용인경전철,보평,37.258965,127.218457,Y122
696,용인경전철,둔전,37.267051,127.21364,Y123
697,용인경전철,전대.에버랜드,37.285342,127.219561,Y124
698,경강선,판교,37.394761,127.111217,K410
699,경강선,이매,37.396104,127.12827,K411
700,경강선,삼동,37.409522,127.20336,K412
701,경강선,경기광주,37.398972,127.253115,K413
702,경강선,초월,37.374419,127.299,K414
703,경강선,곤지암,37.351315,127.34674,K415
704,경강선,신둔도예촌,37.317185,127.40476,K416
705,경강선,이천,37.265579,127.44226,K417
706,경강선,부발,37.260192,127.490277,K418
707,경강선,세종대왕릉,37.295309,127.570938,K419
708,경강선,여주,37.282701,127.628607,K420
